village,asv_ID,host_p,host_ID,host_species,grid,season,reads,total_reads,asv_core,asv_degree,asv_group,host_group
Mandena,ASV_1,0.6744186046511628,2671,Rattus rattus,secondary_forest,3,0.01056892286935012,17788,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2673,Rattus rattus,secondary_forest,3,0.00402298850574712,17400,Core,227,3,9
Mandena,ASV_1,0.6744186046511628,2674,Rattus rattus,secondary_forest,3,0.0273898792151228,22271,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2675,Rattus rattus,secondary_forest,3,0.09110289937464468,7036,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2676,Rattus rattus,secondary_forest,3,0.13068276205769977,18059,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2683,Rattus rattus,semi-intact_forest,3,0.05409912961901287,19187,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2684,Rattus rattus,semi-intact_forest,3,0.04040675536442234,22323,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2685,Rattus rattus,semi-intact_forest,3,0.1086987641360882,20957,Core,227,3,5
Mandena,ASV_1,0.6744186046511628,2691,Rattus rattus,semi-intact_forest,3,0.6731610144786706,20582,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2694,Rattus rattus,agroforest,3,0.08045756952089217,20893,Core,227,3,5
Mandena,ASV_1,0.6744186046511628,2695,Rattus rattus,agroforest,3,0.36784982111990994,24877,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2696,Rattus rattus,agroforest,3,0.49915213704943695,22999,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2703,Rattus rattus,agroforest,3,0.02506196640044065,14524,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2704,Rattus rattus,agroforest,3,0.00868917576961271,20140,Core,227,3,5
Mandena,ASV_1,0.6744186046511628,2722,Rattus rattus,agroforest,3,0.2807450351548045,16214,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2723,Rattus rattus,agroforest,3,0.6969313508383423,22127,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2724,Rattus rattus,agroforest,3,0.00641446169545885,13719,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2725,Rattus rattus,agroforest,3,0.16502178358673425,11247,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2733,Rattus rattus,agroforest,3,0.00156752743173005,12121,Core,227,3,7
Mandena,ASV_1,0.6744186046511628,2737,Rattus rattus,village,3,0.02272844405504303,19403,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2739,Rattus rattus,village,3,0.00139068242773418,20134,Core,227,3,5
Mandena,ASV_1,0.6744186046511628,2740,Rattus rattus,village,3,0.17917272916233631,19244,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2743,Rattus rattus,agroforest,3,0.00116996124503375,41027,Core,227,3,6
Mandena,ASV_1,0.6744186046511628,2744,Rattus rattus,agroforest,3,0.00499908775770844,27405,Core,227,3,13
Mandena,ASV_1,0.6744186046511628,2745,Rattus rattus,agroforest,3,0.01568778169875266,28621,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2748,Rattus rattus,agroforest,3,0.00722475263075231,19101,Core,227,3,7
Mandena,ASV_1,0.6744186046511628,2751,Rattus rattus,village,3,0.02968883813873822,21018,Core,227,3,5
Mandena,ASV_1,0.6744186046511628,2755,Rattus rattus,agroforest,3,0.8022542498152254,27060,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2757,Rattus rattus,agroforest,3,0.11761512711481044,22106,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2758,Rattus rattus,agroforest,3,0.5376211934999318,21969,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2759,Rattus rattus,agroforest,3,0.0125256026469198,12694,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2762,Rattus rattus,village,3,0.00257748992135351,15131,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2764,Rattus rattus,village,3,0.03031289227765121,21509,Core,227,3,4
