host_ID,host_species,village,grid,season,latitude,longitude,elevation.obs,sex,mass,age_repro,age_dental
3502,Rattus rattus,Andatsakala,brushy_regrowth,1,-14.39526298,49.87067096,385.154022,female,104,2,NA
3503,Rattus rattus,Andatsakala,brushy_regrowth,1,-14.39468899,49.870578,397.091125,female,105,2,NA
3505,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39498797,49.87097103,383.629364,female,14.5,NA,NA
3506,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39540899,49.87055797,389.011383,female,8.7,NA,NA
3507,Mus musculus,Andatsakala,brushy_regrowth,1,-14.394648,49.870995,383.903717,female,10.8,NA,NA
3508,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39512904,49.87026804,397.560364,female,12.5,NA,NA
3509,Rattus rattus,Andatsakala,brushy_regrowth,1,-14.39460701,49.87081303,393.119568,female,50,2,NA
3511,Mus musculus,Andatsakala,brushy_regrowth,1,-14.395396,49.87099098,371.196198,female,11.2,NA,NA
3512,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39474599,49.87070499,383.961182,male,12,NA,NA
3513,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39460701,49.87081303,393.119568,male,8.5,NA,NA
3514,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39482402,49.87040098,390.113434,male,10.8,NA,NA
3516,Rattus rattus,Andatsakala,brushy_regrowth,1,-14.395467,49.87093097,372.105988,female,24,1,NA
3518,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39520196,49.87102199,380.444885,male,12.5,NA,NA
3519,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39519802,49.87043501,393.254486,male,11,NA,NA
3520,Rattus rattus,Andatsakala,brushy_regrowth,1,-14.39508403,49.87019001,398.990173,female,70,2,NA
3525,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39505603,49.87051003,382.934692,male,11,NA,NA
3526,Mus musculus,Andatsakala,brushy_regrowth,1,-14.39496098,49.87029604,393.044861,female,14.7,NA,NA
3527,Rattus rattus,Andatsakala,brushy_regrowth,1,-14.394648,49.870995,383.903717,female,97,2,NA
3528,Rattus rattus,Andatsakala,brushy_regrowth,1,-14.39464699,49.87072402,395.849915,male,99,2,NA
3533,Mus musculus,Andatsakala,agriculture,1,-14.393595,49.873702,362.612396,male,9.8,NA,NA
3534,Rattus rattus,Andatsakala,agriculture,1,-14.393178,49.87338,363.636353,female,96,3,NA
3535,Rattus rattus,Andatsakala,agriculture,1,-14.393521,49.873549,351.704529,female,106,2,NA
3543,Rattus rattus,Andatsakala,agriculture,1,-14.393394,49.873965,356.632446,female,102,2,NA
3548,Rattus rattus,Andatsakala,secondary_forest,1,-14.3954639788717,49.867265978828,527.970153999999,male,84,1,NA
3550,Mus musculus,Andatsakala,secondary_forest,1,-14.3964470084756,49.8677249718457,522.706177,female,15.5,NA,NA
3551,Mus musculus,Andatsakala,secondary_forest,1,-14.3959419988095,49.8676600120961,523.478821,male,12,NA,NA
3553,Rattus rattus,Andatsakala,secondary_forest,1,-14.3960229679942,49.8676030151546,515.173401,male,92,1,NA
3557,Rattus rattus,Andatsakala,secondary_forest,1,-14.3954639788717,49.867265978828,527.970153999999,male,142,2,NA
3558,Rattus rattus,Andatsakala,secondary_forest,1,-14.395412011072,49.867138992995,526.701476999999,female,100,2,NA
3559,Rattus rattus,Andatsakala,secondary_forest,1,-14.395707976073,49.8671089857816,539.761901999999,male,112,1,NA
3563,Rattus rattus,Andatsakala,secondary_forest,1,-14.3958770390599,49.8676389735192,523.16803,female,77.5,2,NA
3564,Rattus rattus,Andatsakala,secondary_forest,1,-14.3958209641277,49.8668759688735,519.07843,male,118,2,NA
3565,Mus musculus,Andatsakala,secondary_forest,1,-14.3957600276917,49.8675310146063,524.180663999999,male,9.4,NA,NA
3567,Rattus rattus,Andatsakala,secondary_forest,1,-14.3960229679942,49.8676030151546,515.173401,male,114,2,NA
3568,Rattus rattus,Andatsakala,secondary_forest,1,-14.3954639788717,49.867265978828,527.970153999999,male,116,2,NA
3569,Rattus rattus,Andatsakala,secondary_forest,1,-14.3962160032242,49.8669919744133,525.540344,male,104,2,NA
3574,Rattus rattus,Andatsakala,semi-intact_forest,1,-14.39469301,49.86279499,488.563507,female,104,2,NA
3577,Rattus rattus,Andatsakala,semi-intact_forest,1,-14.39417602,49.86258301,491.713654,male,93,2,NA
3578,Rattus rattus,Andatsakala,semi-intact_forest,1,-14.39443996,49.86265702,480.668304,female,113,2,NA
3581,Rattus rattus,Andatsakala,semi-intact_forest,1,-14.39457801,49.86262802,490.780945,female,70,2,NA
3584,Mus musculus,Andatsakala,agroforest,1,-14.395467,49.875531960000004,270.476654,female,13,NA,NA
3585,Mus musculus,Andatsakala,agroforest,1,-14.39567101,49.87693501,250.546448,female,11.5,NA,NA
3586,Mus musculus,Andatsakala,agroforest,1,-14.39555501,49.87654299,254.118973,male,9.2,NA,NA
3587,Mus musculus,Andatsakala,agroforest,1,-14.39546599,49.87661599,260.851868,male,10.8,NA,NA
3588,Mus musculus,Andatsakala,agroforest,1,-14.39538804,49.87662496,262.359009,female,14.2,NA,NA
3589,Mus musculus,Andatsakala,agroforest,1,-14.39526399,49.87664097,266.430054,male,10.8,NA,NA
3590,Mus musculus,Andatsakala,agroforest,1,-14.395166,49.87623202,270.748962,female,14.5,NA,NA
3591,Rattus rattus,Andatsakala,agroforest,1,-14.395654,49.876445,261.124329,female,82,2,NA
3592,Rattus rattus,Andatsakala,agroforest,1,-14.39545602,49.87680199,252.414185,male,112,2,NA
3593,Rattus rattus,Andatsakala,agroforest,1,-14.39515896,49.87629698,268.600616,female,104,2,NA
3594,Mus musculus,Andatsakala,agroforest,1,-14.39564,49.87635498,262.559021,male,11.6,NA,NA
3595,Mus musculus,Andatsakala,agroforest,1,-14.39530204,49.87680702,259.780426,male,10.8,NA,NA
3596,Mus musculus,Andatsakala,agroforest,1,-14.39521898,49.87681699,265.150269,male,11,NA,NA
3597,Mus musculus,Andatsakala,agroforest,1,-14.39517003,49.87640703,267.75116,male,13,NA,NA
3598,Rattus rattus,Andatsakala,agroforest,1,-14.39553397,49.877092,246.584595,female,114,2,NA
3599,Rattus rattus,Andatsakala,agroforest,1,-14.39557403,49.87636101,259.939941,female,108,2,NA
3600,Rattus rattus,Andatsakala,agroforest,1,-14.39545602,49.87680199,252.414185,female,76,2,NA
3603,Mus musculus,Andatsakala,agroforest,1,-14.39537304,49.87697499,248.212326,male,10.8,NA,NA
3604,Mus musculus,Andatsakala,agroforest,1,-14.39511102,49.87637401,275.659882,male,9.5,NA,NA
3605,Rattus rattus,Andatsakala,agroforest,1,-14.395654,49.876445,261.124329,female,69,1,NA
3607,Rattus rattus,Andatsakala,agroforest,1,-14.39556004,49.87699703,248.817947,male,76,2,NA
3608,Rattus rattus,Andatsakala,agroforest,1,-14.39564201,49.87652899,259.585754,female,66,2,NA
3610,Rattus rattus,Andatsakala,agroforest,1,-14.395784,49.87681397,240.6315,female,29,1,NA
3611,Rattus rattus,Andatsakala,agroforest,1,-14.39567001,49.87667098,252.090958,male,130,2,NA
3612,Rattus rattus,Andatsakala,agroforest,1,-14.39573304,49.87641298,257.131927,male,126,2,NA
3613,Rattus rattus,Andatsakala,agroforest,1,-14.39552902,49.87663804,254.539185,male,89,2,NA
3614,Rattus rattus,Andatsakala,agroforest,1,-14.39509601,49.87647803,275.077942,female,78,3,NA
3617,Mus musculus,Andatsakala,agroforest,1,-14.39477901,49.87713198,271.358734,male,6.7,NA,NA
3620,Rattus rattus,Andatsakala,agroforest,1,-14.395784,49.87681397,240.6315,male,68,2,NA
3621,Rattus rattus,Andatsakala,agroforest,1,-14.395654,49.876445,261.124329,female,90,2,NA
3622,Rattus rattus,Andatsakala,agroforest,1,-14.39528402,49.876574,268.192108,female,56,1,NA
3623,Rattus rattus,Andatsakala,agroforest,1,-14.39579699,49.87652002,258.893127,male,120,2,NA
3624,Mus musculus,Andatsakala,flooded_rice,1,-14.3950299639254,49.8859579581767,104.410805,female,9,NA,NA
3625,Mus musculus,Andatsakala,flooded_rice,1,-14.3949560355395,49.8860339820384,105.703041,male,12.4,NA,NA
3626,Mus musculus,Andatsakala,flooded_rice,1,-14.3942979723215,49.8858800064772,103.640984,male,11.8,NA,NA
3627,Mus musculus,Andatsakala,flooded_rice,1,-14.3942679651081,49.8864349722862,105.453841999999,female,14,NA,NA
3628,Mus musculus,Andatsakala,village,1,-14.3983590044081,49.8866870161145,101.221024,male,11.6,NA,NA
3629,Mus musculus,Andatsakala,village,1,-14.3983590044081,49.8866870161145,101.221024,female,7.2,NA,NA
3630,Rattus rattus,Andatsakala,village,1,-14.3979300186038,49.8848050273954,115.092995,male,43,2,NA
3632,Mus musculus,Andatsakala,flooded_rice,1,-14.3943200167268,49.8865130078047,104.611465,female,13.8,NA,NA
3633,Mus musculus,Andatsakala,flooded_rice,1,-14.3942679651081,49.8864349722862,105.453841999999,male,10.8,NA,NA
3634,Rattus rattus,Andatsakala,village,1,-14.3977030366659,49.884980963543,108.820877,female,63,2,NA
3635,Rattus rattus,Andatsakala,village,1,-14.3977030366659,49.884980963543,108.820877,female,108,2,NA
3636,Rattus rattus,Andatsakala,village,1,-14.3982210382819,49.8861789889633,107.188095,female,37.5,1,NA
3637,Rattus rattus,Andatsakala,village,1,-14.3982210382819,49.8861789889633,107.188095,male,22.5,1,NA
3638,Rattus rattus,Andatsakala,village,1,-14.3982210382819,49.8861789889633,107.188095,female,70,2,NA
3639,Rattus rattus,Andatsakala,village,1,-14.3982210382819,49.8861789889633,107.188095,female,76,2,NA
3640,Mus musculus,Andatsakala,flooded_rice,1,-14.3947469908744,49.8860029689967,104.874664,male,11,NA,NA
3641,Rattus rattus,Andatsakala,village,1,-14.3983600102365,49.8865909595042,99.9972989999999,female,82,2,NA
3642,Rattus rattus,Andatsakala,village,1,-14.3979300186038,49.8848050273954,115.092995,female,85,2,NA
3643,Rattus rattus,Andatsakala,village,1,-14.3977030366659,49.884980963543,108.820877,female,70,2,NA
3644,Rattus rattus,Andatsakala,village,1,-14.3982210382819,49.8861789889633,107.188095,female,20,1,NA
3645,Rattus rattus,Andatsakala,village,1,-14.3983849883079,49.8843980021774,126.769272,female,84,2,NA
3646,Rattus rattus,Andatsakala,village,1,-14.3983849883079,49.8843980021774,126.769272,female,97,2,NA
3649,Rattus rattus,Andatsakala,village,1,-14.3979300186038,49.8848050273954,115.092995,male,75,2,NA
3650,Rattus rattus,Andatsakala,village,1,-14.3954359833151,49.8767780140042,259.761322,female,98,2,NA
3652,Mus musculus,Andatsakala,flooded_rice,1,-14.3942460045218,49.8855770006775,103.587906,male,11.2,NA,NA
3653,Rattus rattus,Andatsakala,village,1,-14.3982210382819,49.8861789889633,107.188095,female,15.6,1,NA
3654,Rattus rattus,Andatsakala,village,1,-14.3982210382819,49.8861789889633,107.188095,male,46,1,NA
3655,Rattus rattus,Andatsakala,village,1,-14.3982210382819,49.8861789889633,107.188095,male,24,1,NA
3656,Rattus rattus,Andatsakala,flooded_rice,1,-14.394354969263,49.8855240270495,104.605751,female,24.5,2,NA
3657,Rattus rattus,Andatsakala,flooded_rice,1,-14.3940610159188,49.8860240075737,104.080078,male,41.5,1,NA
3658,Rattus rattus,Andatsakala,village,1,-14.3983849883079,49.8843980021774,126.769272,male,34,1,NA
3659,Rattus rattus,Andatsakala,village,1,-14.3983849883079,49.8843980021774,126.769272,female,64,2,NA
3660,Rattus rattus,Andatsakala,village,1,-14.3983849883079,49.8843980021774,126.769272,male,34,1,NA
3661,Rattus rattus,Andatsakala,brushy_regrowth,2,-14.3955260049551,49.8706159740686,385.75824,male,48,3,NA
3662,Rattus rattus,Andatsakala,brushy_regrowth,2,-14.3950589653104,49.8708019685,376.380981,female,62,2,NA
3663,Rattus rattus,Andatsakala,brushy_regrowth,2,-14.3951230030506,49.8702429793775,401.396300999999,female,71,2,NA
3664,Mus musculus,Andatsakala,brushy_regrowth,2,-14.3950639944523,49.871031967923,375.470093,male,15,NA,NA
3669,Rattus rattus,Andatsakala,brushy_regrowth,2,-14.3948230147361,49.8711250070482,377.538422,male,118,2,NA
3673,Rattus rattus,Andatsakala,brushy_regrowth,2,-14.3949850369244,49.8710899706929,377.774536,female,110,2,NA
3674,Mus musculus,Andatsakala,brushy_regrowth,2,-14.3945250380784,49.8707609809935,391.817535,male,14.5,NA,NA
3675,Mus musculus,Andatsakala,brushy_regrowth,2,-14.3943849764764,49.8710300400853,379.534943,male,13.3,NA,NA
3679,Rattus rattus,Andatsakala,brushy_regrowth,2,-14.3946940172463,49.8705719690769,396.053375,male,54,1,NA
3680,Rattus rattus,Andatsakala,brushy_regrowth,2,-14.3954020366072,49.8704920057207,386.279785,male,118,2,NA
3681,Mus musculus,Andatsakala,brushy_regrowth,2,-14.3952290341258,49.8703790176659,396.776305999999,female,12.5,NA,NA
3689,Rattus rattus,Andatsakala,agriculture,2,-14.3936190381646,49.8739559948444,353.081177,male,126,2,NA
3690,Mus musculus,Andatsakala,agriculture,2,-14.3931019585579,49.8738450184464,354.834198,male,15,NA,NA
3699,Rattus rattus,Andatsakala,agriculture,2,-14.3933840095996,49.8736339621245,357.487366,male,154,2,NA
3708,Rattus rattus,Andatsakala,agriculture,2,-14.3935600295662,49.8737969901412,360.265961,female,120,2,NA
3712,Rattus rattus,Andatsakala,secondary_forest,2,-14.3960460182279,49.8671430163085,542.032043,female,134,2,NA
3713,Rattus rattus,Andatsakala,secondary_forest,2,-14.3960890173912,49.8666909802705,523.338317999999,female,104,2,NA
3714,Rattus rattus,Andatsakala,secondary_forest,2,-14.3955939821898,49.8668929841369,529.013305999999,male,152,2,NA
3717,Mus musculus,Andatsakala,secondary_forest,2,-14.3954260088503,49.8673549946397,529.277831999999,male,12,NA,NA
3718,Mus musculus,Andatsakala,secondary_forest,2,-14.3958789668977,49.8675180226564,528.076721,female,9.5,NA,NA
3719,Rattus rattus,Andatsakala,secondary_forest,2,-14.396196976304,49.8671639710664,543.147095,female,94,2,NA
3726,Rattus rattus,Andatsakala,secondary_forest,2,-14.3963669613003,49.8669690079987,533.310608,female,92,2,NA
3727,Rattus rattus,Andatsakala,semi-intact_forest,2,-14.3941109720617,49.86203298904,466.802429,female,46,1,NA
3728,Rattus rattus,Andatsakala,semi-intact_forest,2,-14.3941949587315,49.862402966246,476.601349,male,124,2,NA
3735,Rattus rattus,Andatsakala,semi-intact_forest,2,-14.3944350164383,49.8628610372543,496.447326999999,male,156,2,NA
3738,Mus musculus,Andatsakala,agroforest,2,-14.3955209758132,49.8762360401451,271.091003,male,15,NA,NA
3739,Mus musculus,Andatsakala,agroforest,2,-14.3952960055321,49.8762419912964,274.203796,female,12.5,NA,NA
3740,Mus musculus,Andatsakala,agroforest,2,-14.3951230030506,49.8762079607695,279.481354,male,14,NA,NA
3741,Rattus rattus,Andatsakala,agroforest,2,-14.3953799922019,49.8765460029244,272.658233999999,male,82,2,NA
3742,Rattus rattus,Andatsakala,agroforest,2,-14.3952870368957,49.8761539813131,275.448975,male,84,2,NA
3749,Rattus rattus,Andatsakala,agroforest,2,-14.3956239894032,49.8764569871127,268.38797,male,140,2,NA
3754,Mus musculus,Andatsakala,agroforest,2,-14.3955209758132,49.8762360401451,271.091003,male,14.6,NA,NA
3760,Mus musculus,Andatsakala,agroforest,2,-14.3952960055321,49.8762419912964,274.203796,male,6,NA,NA
3761,Rattus rattus,Andatsakala,agroforest,2,-14.3954209797084,49.8766979668289,270.938019,female,120,2,NA
3767,Rattus rattus,Andatsakala,agroforest,2,-14.3950370047241,49.8763949610292,281.483917,male,90,1,NA
3772,Rattus rattus,Andatsakala,agroforest,2,-14.3958630412817,49.876425974071,246.803023999999,female,110,2,NA
3773,Rattus rattus,Andatsakala,agroforest,2,-14.3951299600303,49.8769970331341,268.757202,female,108,2,NA
3774,Rattus rattus,Andatsakala,agroforest,2,-14.3951299600303,49.8769970331341,268.757202,male,108,2,NA
3778,Rattus rattus,Andatsakala,flooded_rice,2,-14.3944380339235,49.8855690378695,105.61338,male,112,2,NA
3779,Rattus rattus,Andatsakala,flooded_rice,2,-14.3946849647909,49.8853259626775,107.623428,female,203,2,NA
3780,Rattus rattus,Andatsakala,flooded_rice,2,-14.3941729981452,49.885786967352,104.297348,female,100,2,NA
3781,Rattus rattus,Andatsakala,flooded_rice,2,-14.394420012831601,49.8858120292425,107.430435,male,110,2,NA
3782,Rattus rattus,Andatsakala,flooded_rice,2,-14.3945309892296,49.8858510050922,105.958511,male,130,2,NA
3783,Mus musculus,Andatsakala,flooded_rice,2,-14.3940709903836,49.8857339937239,106.596367,male,13,NA,NA
3784,Mus musculus,Andatsakala,flooded_rice,2,-14.3946419656276,49.8854409623891,105.434601,male,14,NA,NA
3785,Mus musculus,Andatsakala,flooded_rice,2,-14.3949510063976,49.8858080059289,106.393227,female,16.5,NA,NA
3789,Rattus rattus,Andatsakala,village,2,-14.3974830117076,49.8862010333687,119.353531,female,78,2,NA
3790,Rattus rattus,Andatsakala,village,2,-14.3983600102365,49.8865909595042,99.9972989999999,female,28,1,NA
3791,Rattus rattus,Andatsakala,village,2,-14.39727698,49.88202902,181.357178,female,128,2,NA
3792,Rattus rattus,Andatsakala,village,2,-14.39727698,49.88202902,181.357178,male,70,2,NA
3793,Mus musculus,Andatsakala,village,2,-14.3983600102365,49.8865909595042,99.9972989999999,female,11.5,NA,NA
3795,Mus musculus,Andatsakala,village,2,-14.3983600102365,49.8865909595042,99.9972989999999,female,12.5,NA,NA
3796,Mus musculus,Andatsakala,village,2,-14.3977030366659,49.884980963543,108.820877,female,12.2,NA,NA
3797,Rattus rattus,Andatsakala,village,2,-14.3974830117076,49.8862010333687,119.353531,female,70,2,NA
3798,Rattus rattus,Andatsakala,village,2,-14.39727698,49.88202902,181.357178,female,62,2,NA
3799,Rattus rattus,Andatsakala,village,2,-14.39727698,49.88202902,181.357178,female,94,2,NA
3800,Rattus rattus,Andatsakala,village,2,-14.39727698,49.88202902,181.357178,female,72,2,NA
3801,Rattus rattus,Andatsakala,village,2,-14.3982210382819,49.8861789889633,107.188095,male,78,2,NA
3802,Rattus rattus,Andatsakala,village,2,-14.3982210382819,49.8861789889633,107.188095,female,70,2,NA
3803,Mus musculus,Andatsakala,flooded_rice,2,-14.3947220128029,49.8853960353881,106.277046,female,12,NA,NA
3804,Mus musculus,Andatsakala,flooded_rice,2,-14.3949850369244,49.8860970139503,103.60862,male,15.2,NA,NA
3806,Rattus rattus,Andatsakala,flooded_rice,2,-14.3944230303168,49.8863639775663,105.956497,female,70,2,NA
3807,Rattus rattus,Andatsakala,flooded_rice,2,-14.3950530141592,49.886061977595,106.747185,female,38,1,NA
3808,Rattus rattus,Andatsakala,flooded_rice,2,-14.3943050131201,49.8865539953112,105.491417,female,96,2,NA
3809,Mus musculus,Andatsakala,flooded_rice,2,-14.3945200089365,49.8863929789513,105.562637,female,16,NA,NA
3811,Rattus rattus,Andatsakala,flooded_rice,2,-14.3942190147936,49.8856520187109,104.840172,female,124,2,NA
3812,Rattus rattus,Andatsakala,flooded_rice,2,-14.394420012831601,49.8858120292425,107.430435,female,92,2,NA
3815,Rattus rattus,Andatsakala,village,2,-14.39727698,49.88202902,181.357178,female,65,2,NA
3816,Rattus rattus,Andatsakala,village,2,-14.39727698,49.88202902,181.357178,female,64,2,NA
3817,Rattus rattus,Andatsakala,village,2,-14.3983849883079,49.8843980021774,126.769272,male,49,1,NA
3820,Rattus rattus,Andatsakala,village,2,-14.3982210382819,49.8861789889633,107.188095,female,34,1,NA
3821,Rattus rattus,Andatsakala,village,2,-14.3974830117076,49.8862010333687,119.353531,male,88,2,NA
3822,Rattus rattus,Andatsakala,flooded_rice,2,-14.3944989703595,49.8865550011396,105.770850999999,female,125,2,NA
3825,Rattus rattus,Andatsakala,flooded_rice,2,-14.3943050131201,49.8865539953112,105.491417,male,108,2,NA
3829,Mus musculus,Andatsakala,brushy_regrowth,3,-14.3950120266526,49.8708309698849,378.152618,female,14,NA,NA
3830,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3950670119374,49.8710229992866,377.031403,female,61,2,NA
3831,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3951860349625,49.8705559596419,392.154143999999,female,70,2,NA
3832,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3944299872964,49.8707309737801,400.001862,female,102,2,NA
3833,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3945820350199,49.870913028717,383.612731999999,male,26,1,NA
3834,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3949869647622,49.8702129721641,400.528503,male,126,2,NA
3835,Mus musculus,Andatsakala,brushy_regrowth,3,-14.3948579672724,49.8703299835324,394.810089,male,12.7,NA,NA
3838,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3945820350199,49.870913028717,383.612731999999,female,85,2,NA
3839,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3946630042046,49.8707080073654,391.39123499999903,female,103,2,NA
3840,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3946500122547,49.8705980367958,395.368590999999,male,114,2,NA
3841,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3949869647622,49.8702129721641,400.528503,male,118,2,NA
3844,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3946260400116,49.8707639984786,390.567474,male,48,1,NA
3845,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3952509947121,49.8711110092699,377.095856,male,138,2,NA
3846,Mus musculus,Andatsakala,brushy_regrowth,3,-14.395337998867,49.8710670042783,377.715302,male,14.5,NA,NA
3847,Mus musculus,Andatsakala,brushy_regrowth,3,-14.3951199855655,49.8710949998348,376.723206,male,12.4,NA,NA
3848,Mus musculus,Andatsakala,brushy_regrowth,3,-14.3948579672724,49.8703299835324,394.810089,male,10.8,NA,NA
3850,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.394930973649,49.8705039918422,385.654052999999,male,28,1,NA
3851,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3952509947121,49.8711110092699,377.095856,female,68,2,NA
3852,Rattus rattus,Andatsakala,brushy_regrowth,3,-14.3949869647622,49.8702129721641,400.528503,female,130,2,NA
3864,Rattus rattus,Andatsakala,agriculture,3,-14.3933000229299,49.8737020231783,358.173828,male,92,2,NA
3868,Rattus rattus,Andatsakala,agriculture,3,-14.3933509849011,49.8737629596143,356.778350999999,female,72,2,NA
3869,Rattus rattus,Andatsakala,agriculture,3,-14.3934089876711,49.8742330167442,347.851196,female,46,2,NA
3872,Rattus rattus,Andatsakala,agriculture,3,-14.3933049682527,49.873851975426,358.05838,male,92,2,NA
3873,Rattus rattus,Andatsakala,agriculture,3,-14.3935689982026,49.8729980271309,383.469269,male,120,2,NA
3874,Rattus rattus,Andatsakala,agriculture,3,-14.3933099973946,49.8730349913239,383.929749,female,102,2,NA
3875,Rattus rattus,Andatsakala,agriculture,3,-14.3936320301145,49.8730609752237,377.70459,male,126,2,NA
3876,Rattus rattus,Andatsakala,agriculture,3,-14.3935870192945,49.8740300070494,349.886383,male,92,2,NA
3877,Rattus rattus,Andatsakala,agriculture,3,-14.3933329638093,49.8732550162822,375.295898,female,48,2,NA
3878,Rattus rattus,Andatsakala,agriculture,3,-14.3934170342981,49.8730130307376,379.736815999999,male,64,1,NA
3885,Rattus rattus,Andatsakala,agriculture,3,-14.3933489732444,49.8736130073666,360.597106999999,female,59,2,NA
3886,Rattus rattus,Andatsakala,agriculture,3,-14.393162978813,49.8737600259482,360.298492,female,96,2,NA
3887,Rattus rattus,Andatsakala,agriculture,3,-14.3934079818427,49.8731749691069,375.57373,male,52,1,NA
3888,Rattus rattus,Andatsakala,agriculture,3,-14.3935870192945,49.8740300070494,349.886383,female,122,2,NA
3889,Rattus rattus,Andatsakala,agriculture,3,-14.3937200400978,49.8732779826968,369.525695999999,male,146,2,NA
3890,Mus musculus,Andatsakala,agriculture,3,-14.3934740312397,49.8737430106848,359.254364,male,16,NA,NA
3893,Rattus rattus,Andatsakala,secondary_forest,3,-14.3962040171027,49.8674320243299,551.380493,male,80,1,NA
3894,Rattus rattus,Andatsakala,secondary_forest,3,-14.3960079643875,49.8673290107399,538.143432999999,male,84,1,NA
3895,Rattus rattus,Andatsakala,secondary_forest,3,-14.3954870291054,49.8672069702297,538.287169999999,male,20,1,NA
3896,Rattus rattus,Andatsakala,secondary_forest,3,-14.3956349696964,49.8672850057482,538.342956999999,male,58,1,NA
3897,Rattus rattus,Andatsakala,secondary_forest,3,-14.3955610413104,49.8669130168855,539.838745,male,22,1,NA
3898,Rattus rattus,Andatsakala,secondary_forest,3,-14.3956120032817,49.8670919705182,541.700072999999,male,68,1,NA
3899,Rattus rattus,Andatsakala,secondary_forest,3,-14.3957109935581,49.866798017174,527.152160999999,male,114,2,NA
3900,Rattus rattus,Andatsakala,secondary_forest,3,-14.3963299971073,49.8669840116053,539.039855999999,male,84,1,NA
3903,Rattus rattus,Andatsakala,secondary_forest,3,-14.3960369657725,49.8675409890711,524.967101999999,male,76,1,NA
3904,Rattus rattus,Andatsakala,secondary_forest,3,-14.3961870018392,49.8671819921582,546.343201,female,105,2,NA
3905,Rattus rattus,Andatsakala,secondary_forest,3,-14.3959490396082,49.8667840193957,519.987365999999,female,88,2,NA
3906,Rattus rattus,Andatsakala,secondary_forest,3,-14.3964520376175,49.8667889647185,523.076843,male,152,2,NA
3907,Rattus rattus,Andatsakala,secondary_forest,3,-14.3959929607808,49.8672560043632,545.184813999999,female,15,2,NA
3908,Rattus rattus,Andatsakala,secondary_forest,3,-14.3955710157752,49.8668809980154,526.514587,male,26,1,NA
3909,Rattus rattus,Andatsakala,secondary_forest,3,-14.3963089585304,49.8670519888401,535.420471,female,13,1,NA
3910,Rattus rattus,Andatsakala,secondary_forest,3,-14.3958310224115,49.8666540160775,532.505370999999,male,52,1,NA
3911,Rattus rattus,Andatsakala,secondary_forest,3,-14.3954590335488,49.8672760371118,532.717956999999,male,86,2,NA
3912,Rattus rattus,Andatsakala,secondary_forest,3,-14.3960500415414,49.8670130129903,536.597351,male,154,2,NA
3913,Rattus rattus,Andatsakala,secondary_forest,3,-14.3963520415127,49.8668240010738,534.004395,male,74,2,NA
3914,Rattus rattus,Andatsakala,secondary_forest,3,-14.3954980093985,49.8673340398818,519.693175999999,male,22,1,NA
3915,Rattus rattus,Andatsakala,secondary_forest,3,-14.3956949841231,49.8673839960247,531.242615,female,138,2,NA
3916,Rattus rattus,Andatsakala,secondary_forest,3,-14.3961590062826,49.8672910407185,541.799804999999,female,20,1,NA
3917,Rattus rattus,Andatsakala,secondary_forest,3,-14.3962500337511,49.8672750312834,542.681212999999,male,22,1,NA
3918,Rattus rattus,Andatsakala,secondary_forest,3,-14.3959720060229,49.8671199660748,546.046997,female,136,2,NA
3919,Rattus rattus,Andatsakala,secondary_forest,3,-14.3961200304329,49.8674160148948,545.570311999999,male,16,1,NA
3920,Rattus rattus,Andatsakala,secondary_forest,3,-14.3963299971073,49.8669840116053,539.039855999999,female,62,1,NA
3928,Rattus rattus,Andatsakala,secondary_forest,3,-14.3960989918559,49.8671570140868,548.287354,female,17,1,NA
3929,Rattus rattus,Andatsakala,secondary_forest,3,-14.3958570063114,49.8674119915813,534.840637,female,110,2,NA
3936,Rattus rattus,Andatsakala,semi-intact_forest,3,-14.3942529615014,49.8629420064389,489.679351999999,male,71,1,NA
3937,Rattus rattus,Andatsakala,semi-intact_forest,3,-14.3943859823048,49.8619970306754,477.8367,male,88,2,NA
3943,Mus musculus,Andatsakala,flooded_rice,3,-14.3941389676183,49.8859319742769,103.505675999999,female,10.2,NA,NA
3945,Rattus rattus,Andatsakala,flooded_rice,3,-14.3944490142166,49.8861410189419,104.317848,male,94,2,NA
